node,longitude,latitude,node_name,country,RDcost
267,"6,577290577","51,55639118",Station Ossenberg,DE,29302.8124004675
268,"7,99395912","51,82309543",Station Enniger,DE,31009.761729837497
269,"9,145176872","52,85324644",Wechold,DE,1898.2929816828732
270,"8,318889254","52,06603746",Station Hesseln,DE,955.2814959159438
271,"7,930770086","51,67297102",Geithe,DE,1186.222888195802
272,"7,981221596","51,67352626",Station Lippborg,DE,812.151354367196
273,"9,923829837","51,89756176",Erzhausen,DE,187448.4330117874
274,"9,851393573","51,64913524",Hardegsen,DE,60303.57590012486
275,"10,23586311","52,29345954",Klein Ilsede,DE,2514.013290006674
276,"10,0876468","52,31513055",Mehrum (220 kV),DE,23757.740079115127
277,"10,41954063","52,23696066",Gleidingen 220 kV,DE,0.0
278,"10,70273189","47,8264598",Umspannwerk Bidingen Nr. 697 S,DE,168964.15427434506
279,"10,19493344","47,97093688",Umspannwerk Memmingen,DE,770117.3099586505
280,"10,64128677","48,02745124",Umspannstation Irsingen,DE,394250.8326800228
281,"8,623209675","49,35658225",Umspannwerk Neurott,DE,21579.643159161173
282,"9,228088745","51,81245337",Vörden,DE,6543.744958446286
283,"9,387651257","51,64073353",Umspannanlage Würgassen,DE,1339.726326505335
284,"8,735135734","50,15919154",Umspannwerk Frankfurt Nord,DE,3.4803428846270674e8
285,"8,872259639","50,12972532",Dörnigheim 110 kV,DE,4.301785256950521e7
286,"9,196982359","54,85109861",Umspannwerk Jardelund,DE,34317.5996961203
287,"9,72460611","54,28827025",,DE,62774.69928897606
288,"13,70966971","52,53979526",Neuenhagen,DE,900838.1083452813
289,"10,15750152","53,55513167",Umspannwerk Hamburg/Ost,DE,1.0147433705193812e7
290,"10,38216666","52,99325404",Stadorf,DE,938237.7007873625
291,"10,38594116","51,0018133",Eisenach,DE,7901.973312196809
292,"8,060056958","53,62020258",Inhausen,DE,903152.8273783064
293,"13,21152765","52,58062781",Umspannwerk Teufelsbruch,DE,336.3079199103914
294,"13,14339291","53,90814698",Siedenbrünzow,DE,415841.2848601726
295,"11,85310571","53,08654448",Umspannwerk Perleberg,DE,2.6805845194743644e6
296,"12,49936597","52,40522843",Brandenburg-West,DE,408106.0722680414
297,"13,53704421","52,53745652",Umspannwerk Biesdorf Nord,DE,3.418413109401922e6
298,"10,97723323","52,16943332",Kraftwerk Buschhaus,DE,758318.6714092373
299,"7,753495465","48,0993557",380-kV-Umspannwerk Eichstetten,DE,118541.6100228833
300,"8,512111329","49,29396565",Umspannwerk Altlußheim,DE,59736.509903775324
301,"8,820024872","53,10738829",Umspannwerk Blockland,DE,2.7706449207470936e8
302,"11,44077465","48,17180355",Hauptumspannwerk Menzing,DE,1.145556053197856e7
303,"8,695160756","53,09253608",Niedervieland,DE,4.6204268977625705e6
304,"11,51655497","51,58435921",Umspannwerk Klostermansfeld,DE,3227.57436849764
305,"8,141913826","53,56400117",EON Kraftwerk Wilhelmshaven,DE,512.9046802667932
306,"10,1773541","54,33952126",Gemeinschaftskraftwerk Kiel,DE,1.1019989866044523e8
307,"7,304338755","52,482426",,DE,1116.6068477580045
308,"7,277153913","52,75324259",Meppen,DE,1537.8520131540977
309,"7,317849944","52,46911149",Benteler Stahlwerk,DE,124.69435683342898
310,"12,21477351","54,10032344",Bentwisch HGÜ,DE,714831.9423161286
311,"11,6993927","53,57227449",Wessin,DE,4.237344733978315e6
312,"8,211705976","51,17798548",Station Arpe,DE,114815.10828790934
313,"7,863945714","50,76824191",Station Dauersberg,DE,32811.52236331815
314,"6,16738169","50,80204429",Station Verlautenheide,DE,149191.77486044593
