hour,fuel,RD_up,RD_down,RD_net
7727,SolarPV,0.0,0.0,0.0
7727,RoR,0.0,-6.618019256239999,-6.618019256239999
7727,Geothermal,0.0,-0.0,0.0
7727,Hydro,0.0,0.0,0.0
7728,NaturalGas,5815.507172238405,0.0,5815.507172238405
7728,Biomass,0.0,-939.33702,-939.33702
7728,HardCoal,7572.3211114496435,0.0,7572.3211114496435
7728,Lignite,21.175000000000004,-6529.20163933736,-6508.0266393373595
7728,Oil(light),968.6711390776205,0.0,968.6711390776205
7728,Waste,0.0,0.0,0.0
7728,OtherFuels,15.529,0.0,15.529
7728,Nuclear,0.0,-3229.9569728349197,-3229.9569728349197
7728,Oil(heavy),0.0,-0.0,0.0
7728,WindOnshore,0.0,-5187.846097057175,-5187.846097057175
7728,WindOffshore,0.0,-1262.3870832400987,-1262.3870832400987
7728,SolarPV,0.0,0.0,0.0
7728,RoR,0.0,-6.96741887312,-6.96741887312
7728,Geothermal,0.0,-0.0,0.0
7728,Hydro,0.0,0.0,0.0
7729,NaturalGas,6882.6936774467795,0.0,6882.6936774467795
7729,Biomass,0.0,-924.118141240012,-924.118141240012
7729,HardCoal,7168.050393036468,-1152.8341989774392,6015.2161940590295
7729,Lignite,0.0,-8200.185445553578,-8200.185445553578
7729,Oil(light),1316.3100000000002,0.0,1316.3100000000002
7729,Waste,0.0,-22.82,-22.82
7729,OtherFuels,30.369000000000003,0.0,30.369000000000003
7729,Nuclear,0.0,-3165.222331368091,-3165.222331368091
7729,Oil(heavy),0.0,-0.0,0.0
7729,WindOnshore,0.0,-5906.56892916013,-5906.56892916013
7729,WindOffshore,0.0,-980.3696036956508,-980.3696036956508
7729,SolarPV,0.0,0.0,0.0
7729,RoR,0.0,-10.135285931539999,-10.135285931539999
7729,Geothermal,0.0,-0.0,0.0
7729,Hydro,1527.7173820513935,0.0,1527.7173820513935
7730,NaturalGas,6544.130819843891,0.0,6544.130819843891
7730,Biomass,0.0,-1220.5085665080464,-1220.5085665080464
7730,HardCoal,7313.56953316894,0.0,7313.56953316894
7730,Lignite,0.0,-8001.597855451551,-8001.597855451551
7730,Oil(light),1316.3100000000002,0.0,1316.3100000000002
7730,Waste,0.0,-67.13,-67.13
7730,OtherFuels,30.369000000000003,0.0,30.369000000000003
7730,Nuclear,0.0,-2908.5209939985534,-2908.5209939985534
7730,Oil(heavy),0.0,-0.0,0.0
7730,WindOnshore,0.0,-6767.887543820301,-6767.887543820301
7730,WindOffshore,0.0,-825.4552429479243,-825.4552429479243
